Policy ID,Policyholder ID,Policy Type,Coverage Amount,Deductible,Premium Amount,Policy Start Date,Policy End Date,Name,Address,City,State,Zip,Age,Income,Credit Score,Property Type,Property Value,Square Footage,Year Built,Latitude,Longitude,Claim ID,Claim Date,Claim Type,Claim Amount,Claim Status,Number of Bedrooms,Number of Bathrooms,Roof Type,Construction Type,Proximity to Flood Zone,Proximity to Fire Station
POL0501,PH0501,Home,142922,1263,840,2020-11-30,2026-11-13,Lauren Peters,"345 Carlos Field
South Joshuaside, OK 81083",Port Benjamin,AZ,20428,44,62639,804,Single Family,171506.4,1325,2018,55.529062,161.926781,CLA0501,2023-02-15,Fire,2102,Open,2,3,Tile,Wood,Near,Not Near
POL0502,PH0502,Home,502189,1440,2654,2020-02-22,2026-03-18,Austin Spencer II,"74824 Paul Oval Apt. 784
Smithport, NY 19908",Ryanberg,OR,06794,57,84170,701,Single Family,602626.7999999999,1403,1922,-69.5807885,-101.270325,CLA0502,2024-09-13,Theft,7531,Closed,1,3,Tile,Steel,Near,Not Near
POL0503,PH0503,Condo,471765,1342,2493,2020-03-24,2026-04-21,Laurie Edwards,"6850 Hanson Fords
South Charles, VA 35620",Lake Kathleen,MA,12924,39,42289,684,Single Family,566118.0,1538,1913,55.688380,-166.907956,CLA0503,2022-08-26,Theft,12294,Open,2,1,Asphalt,Steel,Near,Not Near
POL0504,PH0504,Renters,147295,2451,981,2022-04-11,2026-01-05,Charles Holt,"55904 Castro Mount Apt. 777
Armstrongburgh, AZ 50858",Edwardsport,MI,85458,33,48916,639,Multi-Family,176754.0,1830,1938,58.5946875,0.317556,CLA0504,2023-04-22,Other,3875,Open,5,2,Asphalt,Wood,Near,Near
POL0505,PH0505,Home,307620,1997,1737,2020-10-16,2027-07-06,Mary Olsen,"Unit 4609 Box 1802
DPO AE 34332",Hoffmanside,TN,09189,54,99045,722,Condo,369144.0,1565,1925,-27.899295,127.407545,CLA0505,2021-05-18,Theft,14677,Open,2,3,Metal,Wood,Near,Not Near
POL0506,PH0506,Renters,310291,1513,1702,2021-12-05,2027-05-19,Monique Fuller,"661 Greg Glen
West Thomas, PA 47425",Thomaschester,WY,77353,34,54796,788,Single Family,372349.2,1756,1931,-76.0219825,-108.895621,CLA0506,2026-03-17,Theft,11501,Open,4,2,Wood,Wood,Not Near,Not Near
POL0507,PH0507,Condo,280763,2080,1611,2020-08-03,2023-06-02,Darryl Carter,"3973 Thomas Shoals Suite 412
Evansshire, ND 50044",Carlosberg,KY,99908,45,98639,732,Condo,336915.6,1637,1997,-80.270315,-41.964997,CLA0507,2021-05-13,Weather,10576,Open,5,1,Tile,Wood,Not Near,Not Near
POL0508,PH0508,Condo,354940,1232,1897,2023-01-05,2028-09-22,Edward Singleton,"4520 Steven Station
Anthonystad, NE 13592",Port Curtis,MI,97029,41,101545,656,Condo,425928.0,2413,1947,32.7800225,9.103552,CLA0508,2028-05-25,Other,9090,Open,1,1,Metal,Brick,Not Near,Not Near
POL0509,PH0509,Condo,268024,1984,1538,2020-08-17,2021-04-02,Chloe Parker,"361 Chelsea Ports Suite 791
Port Sherriside, LA 25111",Cortezville,TX,88653,51,66190,718,Single Family,321628.8,2268,1939,17.9920985,85.566370,CLA0509,2020-10-26,Theft,12392,Open,3,3,Tile,Concrete,Near,Near
POL0510,PH0510,Renters,320800,1889,1792,2023-04-07,2028-06-07,Samuel Pierce,"058 Mitchell Creek
Gregoryport, TX 21889",Terrellmouth,NC,74487,42,66581,819,Condo,384960.0,2495,1925,-11.358168,-78.599204,CLA0510,2027-03-14,Other,8854,Closed,3,1,Tile,Steel,Near,Not Near
POL0511,PH0511,Home,223628,1772,1295,2023-09-05,2026-10-11,Chase Nelson,"625 Delgado Gardens
West Tiffanymouth, CO 10320",Lewisbury,KY,91187,43,64228,686,Single Family,268353.6,2578,1925,59.3488405,72.276852,CLA0511,2025-04-27,Theft,12677,Open,4,1,Tile,Steel,Near,Not Near
POL0512,PH0512,Home,89846,1353,584,2019-11-07,2027-11-17,Jessica Bates,"72529 Blanchard Locks Apt. 675
Justinborough, KY 41049",Nguyenton,MS,72653,64,103096,663,Condo,107815.2,2805,1980,-51.9050585,93.709576,CLA0512,2021-04-13,Weather,9924,Open,5,3,Wood,Brick,Not Near,Not Near
POL0513,PH0513,Condo,282049,1910,1601,2022-08-19,2025-10-05,Kevin Murphy,"4560 Russell Isle Apt. 272
East Sarah, MI 88848",Patriciafurt,OH,87805,53,79625,682,Condo,338458.8,1892,1942,-35.344055,106.361201,CLA0513,2024-09-26,Theft,14548,Closed,1,3,Asphalt,Concrete,Not Near,Not Near
POL0514,PH0514,Home,61094,1167,422,2023-05-06,2027-01-31,Anne Parker,"926 Charlotte Land Apt. 664
Liuhaven, WV 32669",Lake Anthony,MI,55190,51,63674,757,Multi-Family,73312.8,1608,1933,80.969995,-110.676837,CLA0514,2025-04-12,Other,12885,Closed,5,1,Tile,Wood,Near,Near
POL0515,PH0515,Condo,364782,1815,2005,2020-02-19,2023-11-01,Cheryl Meyers,"289 Beverly Village Apt. 852
Palmerhaven, FL 64708",Port Sheila,CA,80067,30,101550,611,Multi-Family,437738.39999999997,1112,1965,-85.0283655,0.503787,CLA0515,2020-04-13,Theft,13512,Closed,1,3,Tile,Concrete,Not Near,Near
POL0516,PH0516,Home,338168,1877,1878,2020-01-15,2023-11-27,Gerald Hill,"563 Hannah Circle
Marcusstad, MN 69423",Transhire,PA,19749,67,68262,722,Single Family,405801.6,1788,2013,13.1204485,-130.761400,CLA0516,2022-06-19,Theft,7886,Open,1,2,Wood,Brick,Near,Near
POL0517,PH0517,Renters,284384,645,1486,2019-10-25,2028-10-12,Timothy Hale,"USCGC Galloway
FPO AP 72498",North Angelaborough,KS,69251,34,100528,659,Single Family,341260.8,1605,1909,84.502251,-66.823107,CLA0517,2023-02-14,Fire,13018,Closed,1,1,Wood,Brick,Near,Not Near
POL0518,PH0518,Home,346477,1282,1860,2022-05-13,2029-01-17,John Stephenson,"1495 Kim Track
Carrollshire, AK 61314",East Williammouth,OH,46377,50,88901,756,Condo,415772.39999999997,2157,1966,7.482149,-46.485017,CLA0518,2023-04-05,Weather,11594,Closed,1,3,Metal,Concrete,Not Near,Near
POL0519,PH0519,Renters,325790,2026,1831,2020-01-07,2027-12-05,Natalie Campbell,"522 Bruce Forges
Coltonstad, CA 14565",Jonesbury,SD,29369,54,93333,707,Condo,390948.0,1879,1973,3.665439,-178.445270,CLA0519,2027-04-04,Other,13932,Closed,1,3,Tile,Wood,Near,Near
POL0520,PH0520,Condo,373215,1166,1982,2023-02-18,2025-07-10,Rodney Lopez,"7114 Christina Land
New Joseph, KY 88486",Hicksbury,NV,09680,61,95765,620,Multi-Family,447858.0,2675,1992,-60.040231,21.263669,CLA0520,2024-06-05,Weather,9587,Closed,2,1,Asphalt,Wood,Near,Not Near
POL0521,PH0521,Condo,418731,1357,2229,2020-05-17,2022-08-22,Victoria Edwards,"1391 Craig Harbor
Kimberlytown, CT 67896",Hansenport,KS,41171,44,75765,699,Condo,502477.19999999995,2626,1977,76.0548215,-177.458581,CLA0521,2021-10-07,Theft,7817,Open,4,3,Asphalt,Steel,Near,Near
POL0522,PH0522,Renters,151055,2444,999,2022-11-15,2023-01-06,Brittany Martin,"4642 Caroline Crest
Annechester, WY 10203",Danielfort,OK,09038,61,48953,666,Single Family,181266.0,1044,1954,-14.8379255,12.427824,CLA0522,2022-11-25,Weather,22205,Closed,2,1,Wood,Brick,Not Near,Not Near
POL0523,PH0523,Renters,139326,1714,868,2021-06-03,2028-01-12,Matthew Santos,"55818 Anthony Fort
West Kevinmouth, NM 13192",New John,AZ,57128,27,88103,648,Single Family,167191.19999999998,1308,1983,-76.3376985,139.920118,CLA0523,2023-11-03,Fire,22382,Open,4,3,Metal,Brick,Not Near,Near
POL0524,PH0524,Renters,347224,924,1828,2021-09-22,2026-07-18,David Jones,"973 Romero Light Apt. 757
West Robert, NM 89227",West Scottview,MO,95549,71,88614,765,Multi-Family,416668.8,1796,1910,1.571648,-52.580129,CLA0524,2022-02-01,Fire,5276,Open,4,1,Tile,Steel,Near,Near
POL0525,PH0525,Condo,345789,2272,1956,2023-07-27,2029-06-19,Angela Reid,"USCGC West
FPO AE 64534",Port Michelleville,MS,16665,48,30000,696,Single Family,414946.8,2551,1966,70.453168,132.143654,CLA0525,2024-11-24,Theft,14461,Open,3,3,Wood,Brick,Near,Near
POL0526,PH0526,Renters,268880,1668,1511,2020-12-21,2029-04-20,John Crawford,"20184 Corey Grove
Jenkinstown, SC 45373",West Jamesberg,TX,66146,66,85965,646,Condo,322656.0,1894,1976,-48.3931325,10.686262,CLA0526,2022-03-07,Fire,12755,Closed,3,3,Tile,Wood,Not Near,Not Near
POL0527,PH0527,Home,285476,1966,1623,2022-05-22,2023-12-16,Denise Snyder,"9963 Sarah Trail Apt. 534
Scottland, MS 17957",Dustintown,MN,02956,35,30000,635,Multi-Family,342571.2,2555,1942,59.3996865,-159.286107,CLA0527,2022-11-17,Other,15186,Open,2,1,Tile,Concrete,Near,Near
POL0528,PH0528,Renters,428716,1948,2338,2021-04-16,2024-03-27,Erik Frye,"84303 Patterson Common
North Sherri, SD 20062",Patrickberg,UT,95093,30,69988,670,Condo,514459.19999999995,1676,1908,13.464525,-89.360176,CLA0528,2023-05-10,Other,10984,Closed,5,2,Asphalt,Steel,Near,Near
POL0529,PH0529,Renters,324596,1413,1764,2022-03-26,2029-07-12,Heather Vega,"195 Teresa Centers Suite 061
North Sarah, KY 94611",South Todd,CO,48514,66,87630,692,Condo,389515.2,2406,1963,-39.218102,9.784993,CLA0529,2029-05-24,Weather,3084,Closed,3,3,Asphalt,Steel,Near,Not Near
POL0530,PH0530,Condo,338043,1852,1875,2023-05-30,2024-11-17,James Gonzalez,"560 Christine Lake
Lake Pamelaville, SC 23818",Bakerburgh,OK,77842,26,84375,702,Multi-Family,405651.6,1465,2015,-15.2502025,162.745788,CLA0530,2023-11-25,Other,17268,Closed,1,2,Asphalt,Steel,Not Near,Not Near
POL0531,PH0531,Home,154811,1634,937,2020-07-09,2021-06-24,Jessica Romero,"581 Tapia Plains Suite 787
Joshuabury, MA 91600",Taylorton,MI,63158,67,66855,600,Multi-Family,185773.19999999998,2022,1910,7.6064855,-36.393040,CLA0531,2021-05-17,Weather,7572,Closed,5,1,Metal,Steel,Not Near,Not Near
POL0532,PH0532,Condo,367336,1586,1995,2023-08-28,2029-09-08,Cynthia Long,"17218 Darlene Harbors
Colemanmouth, LA 69411",West Jeremyport,WA,35509,55,102584,600,Multi-Family,440803.2,1114,2005,-74.151420,163.376238,CLA0532,2028-03-27,Other,8667,Open,5,1,Wood,Brick,Near,Near
POL0533,PH0533,Condo,139128,1334,829,2019-11-02,2023-06-06,Ethan Johnson V,"2121 Lisa Stravenue Apt. 167
Millerfurt, NH 01322",Port Alyssaville,SC,98078,52,60869,756,Condo,166953.6,2548,1916,26.3324665,97.037313,CLA0533,2020-10-03,Other,1719,Open,5,1,Tile,Brick,Not Near,Near
POL0534,PH0534,Renters,175008,1723,1047,2022-01-09,2024-08-02,Tracy Lloyd,"878 Rachel Vista
West Kyle, WA 79115",Harrisfurt,VT,07338,74,65990,725,Single Family,210009.6,2421,1982,86.603670,-164.951480,CLA0534,2023-03-15,Other,8007,Closed,1,2,Tile,Concrete,Not Near,Near
POL0535,PH0535,Home,181805,503,959,2020-12-01,2027-11-28,Tonya Rowland,"521 Myers Locks
North Jamesmouth, OR 21988",Lake Nicholasshire,DE,75792,33,107524,694,Single Family,218166.0,2207,1932,71.2073725,123.281886,CLA0535,2025-08-01,Other,3541,Closed,4,3,Tile,Steel,Not Near,Not Near
POL0536,PH0536,Home,235739,1590,1337,2020-01-22,2028-02-17,Chad Ortiz,"64944 Leslie Meadow Apt. 318
East Tamara, UT 86450",Davidshire,DE,57844,50,142169,685,Multi-Family,282886.8,2145,1917,63.8784415,-114.049266,CLA0536,2022-03-21,Other,9724,Open,2,1,Wood,Brick,Near,Near
POL0537,PH0537,Home,336289,1388,1820,2020-04-02,2026-05-06,Mark Howard,"6539 Meza Square
New Lauren, WI 49254",South Angela,MO,09883,27,44421,638,Single Family,403546.8,2815,1946,-81.569476,73.766784,CLA0537,2021-10-29,Other,6114,Open,3,2,Metal,Concrete,Not Near,Near
POL0538,PH0538,Condo,313624,1515,1719,2023-06-17,2026-04-07,Michael Lewis,"06319 Elizabeth Haven
West Barbarahaven, MT 71337",Riceberg,FL,85368,25,106438,680,Multi-Family,376348.8,2551,2012,-61.3916745,-9.650013,CLA0538,2024-04-04,Theft,11691,Closed,3,3,Tile,Steel,Not Near,Near
POL0539,PH0539,Home,334731,747,1748,2020-07-04,2022-07-16,Travis Griffin,"45062 Jones Ports
West Nathanchester, NM 55279",Brianstad,NJ,27555,74,116802,673,Condo,401677.2,2311,1980,-33.1901785,-9.117685,CLA0539,2022-05-11,Other,9724,Open,2,3,Metal,Steel,Near,Not Near
POL0540,PH0540,Renters,352013,2571,2017,2019-10-10,2026-08-01,Jenna Fowler,"24138 Gordon Alley
West Emily, UT 40376",South Mariaberg,NV,42353,41,81069,745,Multi-Family,422415.6,1753,2023,73.6524665,-40.729594,CLA0540,2022-12-09,Theft,8461,Closed,3,3,Asphalt,Concrete,Near,Near
POL0541,PH0541,Condo,322088,1812,1791,2020-06-27,2021-02-17,Edward Newman,"6809 Davis Wells
North Erik, AL 86187",Anthonymouth,NE,00886,57,100747,724,Condo,386505.6,1487,1947,-81.3217245,15.261104,CLA0541,2020-07-27,Fire,5241,Open,3,1,Metal,Concrete,Near,Not Near
POL0542,PH0542,Home,274877,1984,1572,2020-11-09,2022-03-31,Casey Jones,"9132 Martinez Roads
Lake Lesliehaven, GA 93086",Port David,NC,34372,37,113467,600,Condo,329852.39999999997,1653,1904,27.4572675,143.275956,CLA0542,2021-08-23,Weather,16219,Closed,3,3,Asphalt,Wood,Not Near,Near
POL0543,PH0543,Condo,89629,2169,665,2021-12-31,2027-09-17,Sarah Garcia,"72024 Tina Mountains
West Seth, IN 24850",North Erikahaven,SD,72533,50,53313,733,Condo,107554.8,1356,1989,59.981225,-104.725833,CLA0543,2026-01-28,Fire,7544,Open,3,3,Metal,Brick,Near,Near
POL0544,PH0544,Condo,207500,500,1087,2021-09-15,2028-02-24,Olivia Blair,"387 Devin Courts
Johnsonstad, CA 83447",Heidistad,DE,23292,59,79707,727,Single Family,249000.0,1801,1951,71.0524695,150.219035,CLA0544,2025-01-31,Weather,13086,Open,4,2,Metal,Wood,Near,Not Near
POL0545,PH0545,Condo,279455,923,1489,2023-08-09,2024-07-20,Taylor Howe,"03543 Andrew Row
Port Kristenmouth, TN 82032",South Craig,DE,23730,74,42084,800,Multi-Family,335346.0,2043,1993,48.645268,141.695341,CLA0545,2024-05-22,Weather,5854,Open,1,3,Metal,Wood,Near,Not Near
POL0546,PH0546,Renters,192150,500,1010,2022-08-17,2027-09-29,Linda Brown,"320 Jenkins Shores
Bonnieborough, NH 43585",West Nicholas,WV,17819,62,87345,662,Condo,230580.0,3113,1983,-48.0151185,127.581852,CLA0546,2022-10-19,Theft,15347,Closed,5,3,Wood,Brick,Near,Near
POL0547,PH0547,Home,356710,1216,1905,2023-06-03,2026-03-31,Brian Johnson,"4948 Schultz Streets
Lake Veronicabury, DE 16574",East Jessicaville,MO,94625,71,63166,723,Single Family,428052.0,1976,1916,35.2920045,91.254196,CLA0547,2025-08-21,Other,12983,Open,2,2,Metal,Concrete,Not Near,Not Near
POL0548,PH0548,Renters,287255,1194,1555,2020-06-11,2023-01-04,Steve Cook MD,"235 Kelsey Trace Apt. 137
South Craigborough, MI 26185",Kramerside,WI,28721,73,71007,744,Single Family,344706.0,1956,1949,81.2759515,129.240526,CLA0548,2022-01-22,Other,5732,Open,1,1,Wood,Wood,Not Near,Near
POL0549,PH0549,Condo,210652,1629,1216,2020-01-31,2027-12-09,Lisa King,"USCGC Obrien
FPO AA 06322",Lake Peterside,NJ,58442,38,48262,711,Single Family,252782.4,2322,1980,-43.1847465,-144.739621,CLA0549,2025-06-28,Weather,13605,Open,2,2,Asphalt,Concrete,Near,Near
POL0550,PH0550,Condo,192825,671,1031,2021-03-15,2024-09-14,Dalton Gilbert,"58611 Jeff Ferry
Christopherland, MI 44245",North Kendramouth,NC,40475,31,58152,748,Condo,231390.0,1847,2023,63.327794,-51.665149,CLA0550,2021-08-18,Theft,7928,Open,3,1,Tile,Steel,Near,Not Near
POL0551,PH0551,Home,346953,1220,1856,2022-02-04,2025-04-16,Destiny Heath,"319 Juan Tunnel Suite 527
East Barbaraport, IL 56244",Barronburgh,ME,74460,32,100557,694,Condo,416343.6,2850,1959,-81.532976,37.453576,CLA0551,2024-08-14,Weather,8775,Open,2,1,Metal,Concrete,Near,Near
POL0552,PH0552,Renters,314709,1064,1679,2021-11-13,2023-02-25,Hannah Montoya,"2776 Mark Turnpike
Lake Megan, AL 72356",Johnsonchester,VA,45879,53,98339,797,Multi-Family,377650.8,2248,1966,-27.157033,169.914637,CLA0552,2021-12-03,Fire,16970,Closed,3,2,Asphalt,Brick,Not Near,Not Near
POL0553,PH0553,Home,363162,1428,1958,2021-10-19,2023-05-14,Nicole Lopez,"47048 Steven Neck Apt. 254
Jessicamouth, OR 05885",Feliciaville,IL,23484,61,106683,763,Multi-Family,435794.39999999997,2007,1961,28.787097,151.908139,CLA0553,2023-04-19,Other,11154,Closed,2,3,Tile,Steel,Not Near,Not Near
POL0554,PH0554,Home,300141,2036,1704,2023-01-08,2027-12-31,Pamela Ayala,"618 Martin Mills
Rowefurt, HI 08446",Johnshire,KS,11445,73,30000,760,Condo,360169.2,2060,1948,35.5805105,-178.347210,CLA0554,2027-02-14,Weather,3343,Open,5,2,Tile,Steel,Near,Near
POL0555,PH0555,Condo,371452,500,1907,2020-08-30,2024-10-30,David Phillips,"500 Knapp Landing Apt. 829
Meganmouth, ND 19834",East Karenfurt,WV,18649,59,62925,760,Condo,445742.39999999997,2646,1901,11.3773135,141.581985,CLA0555,2020-10-28,Theft,6315,Open,1,2,Asphalt,Concrete,Near,Near
POL0556,PH0556,Home,271482,1477,1505,2020-02-13,2026-08-06,Ariana Blackwell,"28996 Angela Avenue Suite 258
Lewisville, ID 96805",Lake David,PA,76443,40,32923,682,Multi-Family,325778.39999999997,2222,1940,15.4177855,-167.564471,CLA0556,2025-07-01,Theft,9446,Open,5,3,Asphalt,Steel,Not Near,Not Near
POL0557,PH0557,Renters,151698,508,809,2019-10-19,2023-09-08,David Barton,"39293 Hampton Courts
Shawnhaven, WA 95354",North Jeanette,MT,53229,25,132133,728,Condo,182037.6,1470,1987,22.017311,92.282161,CLA0557,2023-02-17,Fire,11681,Open,2,2,Metal,Steel,Not Near,Not Near
POL0558,PH0558,Renters,152477,500,812,2020-05-05,2021-07-15,Christine Beard,"807 Thompson Row Apt. 005
Port Leahmouth, OH 19610",Wesleyshire,IL,54029,39,39030,692,Condo,182972.4,2082,2014,60.189514,91.946504,CLA0558,2020-09-24,Other,953,Open,3,2,Metal,Steel,Not Near,Near
POL0559,PH0559,Condo,289861,1973,1646,2020-03-22,2029-05-11,Tina Ortiz,"79294 Munoz Overpass
West Christophermouth, NJ 75938",South Brandonstad,NV,43538,41,80329,600,Condo,347833.2,1709,2014,70.0144745,13.577693,CLA0559,2028-04-06,Fire,18199,Closed,1,1,Tile,Concrete,Near,Not Near
POL0560,PH0560,Home,304731,1167,1640,2020-10-16,2020-12-21,Richard Rubio,"9171 Mendez Islands Apt. 618
Lawrencehaven, TN 55221",New Matthewshire,MO,24189,54,40639,714,Single Family,365677.2,1966,1999,-61.177244,-57.514725,CLA0560,2020-12-11,Other,6890,Open,5,2,Wood,Concrete,Not Near,Near
POL0561,PH0561,Renters,355080,1711,1946,2023-05-17,2024-08-22,Christopher Carter,"Unit 7467 Box 7118
DPO AA 12405",West Adrianshire,IN,46109,34,58756,723,Condo,426096.0,1495,1953,-62.9904625,21.393671,CLA0561,2024-01-08,Theft,12611,Open,2,3,Wood,Steel,Near,Not Near
POL0562,PH0562,Home,333916,1365,1806,2021-05-24,2028-02-28,Rachel Davies,"Unit 4253 Box 4854
DPO AP 93327",Kimberlystad,CT,13880,30,92460,683,Single Family,400699.2,2093,1953,76.140430,-137.126190,CLA0562,2021-12-28,Theft,7097,Open,3,1,Metal,Brick,Near,Near
POL0563,PH0563,Renters,560388,689,2870,2022-11-15,2024-09-12,Kelsey Alexander,"760 Nicholas Key Suite 030
Markbury, VT 13502",Jenniferberg,FL,86338,32,30000,714,Multi-Family,672465.6,2329,1907,-11.039248,81.521518,CLA0563,2023-02-17,Other,11740,Open,2,1,Tile,Brick,Near,Near
POL0564,PH0564,Renters,278219,2600,1651,2023-09-10,2028-05-26,Robert Hunt,"212 Stevenson Meadows Apt. 725
Lake Marieton, TN 42570",Lake Wendyfurt,DC,93635,43,30000,684,Condo,333862.8,1617,1969,-7.679896,-128.848700,CLA0564,2028-05-19,Fire,15112,Open,1,1,Tile,Wood,Not Near,Near
POL0565,PH0565,Home,402941,1435,2158,2023-07-31,2024-05-21,Heidi Williams,"43268 Richard Bypass Apt. 798
Priceland, KS 77847",Yolandaland,FL,22092,69,66019,750,Single Family,483529.19999999995,2136,1953,16.934885,43.657606,CLA0565,2023-10-12,Weather,9206,Closed,3,3,Tile,Steel,Not Near,Near
POL0566,PH0566,Renters,468061,1479,2488,2023-09-12,2025-04-15,Sheila Hayes,"43162 Atkinson Crescent
South Josephland, KY 90240",Coleside,MN,69790,43,94439,663,Condo,561673.2,1262,2021,64.057001,163.877538,CLA0566,2023-12-04,Other,9448,Closed,4,3,Tile,Wood,Not Near,Near
POL0567,PH0567,Condo,168764,2330,1076,2021-05-13,2026-08-20,Joseph Stein,"859 Walker Freeway
Parkermouth, ND 09167",Proctorside,KY,00946,66,132920,705,Single Family,202516.8,1976,2012,-36.0970745,112.123513,CLA0567,2021-11-26,Weather,500,Open,5,2,Metal,Steel,Not Near,Near
POL0568,PH0568,Home,97448,1702,657,2022-04-05,2026-01-28,Eddie Walters,"64454 Seth Greens
Lisatown, OH 76140",East Zacharyville,NJ,44809,55,103993,695,Single Family,116937.59999999999,1745,1919,78.6082355,26.715638,CLA0568,2023-02-18,Theft,8479,Open,4,2,Tile,Concrete,Not Near,Not Near
POL0569,PH0569,Home,345012,1546,1879,2021-04-28,2027-03-17,Troy Patrick,"Unit 2800 Box 2824
DPO AA 34886",Kellyburgh,NM,11033,43,52682,738,Condo,414014.39999999997,2229,1934,24.3689195,81.064192,CLA0569,2023-06-05,Theft,8386,Closed,2,1,Wood,Steel,Near,Near
POL0570,PH0570,Condo,390909,1658,2120,2021-06-01,2024-12-05,Marilyn Hunter,"31240 Ronald Knolls Suite 270
Sandraland, WI 18046",South Justin,TX,19616,73,73039,724,Condo,469090.8,2640,2022,78.769547,92.148508,CLA0570,2022-07-27,Other,4876,Closed,1,1,Asphalt,Concrete,Near,Not Near
POL0571,PH0571,Condo,229455,1776,1324,2022-09-12,2026-12-28,Kimberly Jackson,"28979 Trujillo Points
Charlesport, GA 56119",Sarahhaven,RI,57637,40,115909,744,Multi-Family,275346.0,2281,2011,-41.530993,152.068456,CLA0571,2025-12-18,Theft,10755,Closed,4,3,Metal,Concrete,Near,Near
POL0572,PH0572,Home,431514,1663,2323,2021-04-09,2026-09-25,Anthony Maldonado,"29651 Pittman Rue Apt. 596
Lake Amber, DC 43775",East Ralph,MA,47728,65,100861,703,Multi-Family,517816.8,1881,1924,-28.582318,33.461567,CLA0572,2023-12-11,Theft,4794,Open,2,1,Tile,Brick,Not Near,Not Near
POL0573,PH0573,Home,209930,870,1136,2020-08-03,2021-07-07,Rachel Butler,"028 Wagner Causeway Suite 763
Petersonfurt, AL 87425",East Kimburgh,VT,00892,26,125242,616,Multi-Family,251916.0,2028,1909,-18.581216,-123.595565,CLA0573,2021-04-08,Fire,5149,Closed,1,2,Metal,Wood,Not Near,Not Near
POL0574,PH0574,Renters,222866,857,1200,2019-12-05,2023-07-11,Mario Haley,"4195 Moyer Forges Suite 303
Port Suefort, VA 61354",West Matthewbury,NE,85282,60,46615,692,Multi-Family,267439.2,1680,2002,80.3261945,-42.632959,CLA0574,2022-07-15,Theft,18384,Closed,4,3,Wood,Concrete,Not Near,Not Near
POL0575,PH0575,Renters,422899,2182,2332,2022-09-19,2028-05-31,David Johnson,"Unit 3544 Box 0055
DPO AP 50087",Port Kristen,KS,91866,60,81976,731,Condo,507478.8,1994,1981,88.6481415,-36.023956,CLA0575,2027-06-13,Theft,5919,Closed,2,1,Tile,Wood,Near,Near
POL0576,PH0576,Condo,180641,1392,1042,2021-12-26,2022-04-07,Amanda Knight,"276 Mary Knolls Apt. 406
Kristinechester, SD 61605",Wayneside,FL,17190,25,69678,689,Condo,216769.19999999998,1734,2017,48.675741,-141.512813,CLA0576,2022-03-02,Other,13089,Open,2,2,Asphalt,Brick,Not Near,Not Near
POL0577,PH0577,Condo,425916,1586,2288,2020-02-12,2026-02-04,Christy Walters,"772 Regina Circles
Port William, MA 92473",Davisland,MN,06830,30,39519,763,Multi-Family,511099.19999999995,1274,1957,11.132232,-167.818231,CLA0577,2021-08-21,Fire,7080,Open,5,1,Tile,Wood,Not Near,Not Near
POL0578,PH0578,Condo,411028,1428,2197,2020-02-10,2023-05-06,Dr. Amy Moses,"9033 Whitehead Mission Apt. 601
Carlosbury, AZ 01081",Woodsside,SD,75088,51,40470,751,Single Family,493233.6,1573,1981,77.7279045,-89.861897,CLA0578,2022-11-12,Theft,13153,Open,3,1,Wood,Wood,Near,Near
POL0579,PH0579,Home,261340,1021,1408,2021-08-20,2024-04-21,Debbie Hernandez,"209 Carol Harbor
West Roberta, ME 74285",Lake Laurenfort,CT,63661,28,55933,764,Single Family,313608.0,1855,1960,-88.146217,-0.953277,CLA0579,2022-08-27,Fire,9370,Closed,3,1,Metal,Steel,Not Near,Not Near
POL0580,PH0580,Renters,233834,1326,1301,2022-03-27,2023-08-19,Christopher Wade,"96625 John Mission Apt. 822
Hayesburgh, NC 62407",Jacquelineland,DC,15978,58,71836,673,Multi-Family,280600.8,1194,1925,-5.9834645,-176.049615,CLA0580,2023-03-13,Theft,11989,Closed,3,1,Metal,Concrete,Near,Near
POL0581,PH0581,Condo,303730,2401,1758,2022-04-25,2028-07-26,Timothy Meyer,"90487 Martinez Unions Suite 082
Port Michaelchester, CO 77718",Rodriguezside,WY,88141,34,56672,748,Multi-Family,364476.0,2870,2009,48.3337765,45.261439,CLA0581,2022-07-03,Fire,14844,Closed,2,2,Wood,Steel,Not Near,Near
POL0582,PH0582,Condo,309718,500,1598,2023-01-16,2029-05-04,Evelyn Patrick,"Unit 5167 Box 5937
DPO AA 14436",West Joseph,ME,12356,56,73744,601,Condo,371661.6,2544,1907,78.149982,-163.464188,CLA0582,2023-04-26,Other,8389,Closed,3,3,Asphalt,Concrete,Near,Near
POL0583,PH0583,Renters,248784,1563,1400,2023-06-08,2025-11-21,Amy Sosa,"70096 Maxwell Centers Apt. 773
Jamesbury, VA 52322",Sandersside,DE,06839,35,110379,787,Condo,298540.8,1750,1917,-54.680344,56.107486,CLA0583,2025-02-17,Fire,9560,Closed,1,1,Wood,Wood,Not Near,Near
POL0584,PH0584,Renters,325767,1842,1813,2021-05-03,2028-06-03,Gabriel Mason,"3034 Bowman Crest
East Jaimehaven, NM 58943",Kimberlymouth,VA,40052,65,78719,743,Multi-Family,390920.39999999997,2496,2009,-77.0688545,72.099685,CLA0584,2025-09-21,Theft,7502,Open,5,3,Tile,Concrete,Not Near,Not Near
